time,speed,yaw,heading,location_x,location_y,gnss_latitude,gnss_longitude,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,height,throttle,steer,brake,reverse,hand_brake,manual_gear_shift,gear
0,0.00380474250051002,-0.01895141415297985,N,77.47713470458984,24.84578514099121,-0.0002231905554737068,0.0007049720270543786,0.0050218068063259125,0.0012427389156073332,9.810546875,-0.00019546705880202353,-8.874184277374297e-05,-0.0002612588577903807,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
1,0.0,-0.018524169921875,N,77.47724151611328,24.845792770385742,-0.0002231906240126591,0.0007049729865586189,-0.004987539257854223,0.0012588340323418379,9.810391426086426,0.0,0.0,0.0,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
2,0.00210471183637643,-0.01806640438735485,N,77.47731018066406,24.845800399780273,-0.00022319077821464361,0.0007049736033827733,0.0025107208639383316,-0.0006137622403912246,9.809219360351562,0.0001920873619383201,7.701040885876864e-05,0.00025732009089551866,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
3,0.0,-0.01779174618422985,N,77.47743225097656,24.84580421447754,-0.00022319086387767584,0.000704974768495065,-0.00498713506385684,8.898037776816636e-06,9.810391426086426,0.0,0.0,0.0,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
4,0.002919039106653225,-0.01748657040297985,N,77.47750091552734,24.845809936523438,-0.0002231909838315005,0.0007049753167832023,0.007513652555644512,0.0012452014489099383,9.81070327758789,-0.00019663012062665075,-9.731152385938913e-05,-0.0002595324185676873,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
5,0.0012760285877306983,-0.017059326171875,N,77.47763061523438,24.84581756591797,-0.00022319106948032186,0.0007049764818954941,-0.002487136982381344,9.705059710540809e-06,9.809219360351562,0.0001949614379554987,8.695483120391145e-05,0.0002552781952545047,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
6,0.003169617784228971,-0.0166015625,N,77.47769165039062,24.8458251953125,-0.00022319118941993565,0.0007049770987196484,-0.004999999422580004,1.4226357961888425e-05,9.809844017028809,0.00018838653340935707,7.09234009264037e-05,0.00025954339071176946,0.00029445646214298904,0.0,-0.01685340143740177,0.0,False,False,False,1,
7,0.004187204423532206,-0.0164794921875,N,77.47781372070312,24.845827102661133,-0.00022319129222125866,0.0007049781267599058,0.005022220779210329,-7.811083378328476e-06,9.810781478881836,-0.00019542285008355975,-8.553100633434951e-05,-0.0002620586601551622,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
8,0.0016291242058900236,-0.016021728515625,N,77.4779052734375,24.845834732055664,-0.0002231914293133741,0.000704979017728129,-0.002497835550457239,0.0006228375714272261,9.810937881469727,-0.00020778682664968073,-8.753038855502382e-05,-0.0002565810864325613,0.00029445646214298904,0.0,-0.01685340143740177,0.0,False,False,False,1,
9,0.004186543093085014,-0.0157470703125,N,77.4780044555664,24.84583854675293,-0.00022319153210048626,0.000704979908696352,0.010021533817052841,0.002493384527042508,9.810781478881836,-0.0001963901158887893,-8.517686364939436e-05,-0.0002620337181724608,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
10,0.003169723766861191,-0.01513671875,N,77.47808074951172,24.84585189819336,-0.00022319166916417998,0.0007049805940565236,-0.002500165021046996,0.0006400146521627903,9.809844017028809,0.00018838302639778703,7.0926223997958e-05,0.0002595442347228527,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
11,0.004186385758288547,-0.015014649368822575,N,77.47820281982422,24.84585189819336,-0.00022319175484142306,0.000704981622096781,0.005022220779210329,-7.946456207719166e-06,9.810781478881836,-0.00019541566143743694,-8.552688086638227e-05,-0.00026205668109469116,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
12,0.0031695028809353796,-0.014404297806322575,N,77.478271484375,24.845863342285156,-0.00022319189191932765,0.0007049823074569526,-0.0025003140326589346,0.0012650465359911323,9.809844017028809,0.0001883767545223236,7.091103179845959e-05,0.000259542342973873,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
13,0.004185924742129717,-0.0142822265625,N,77.4783935546875,24.845863342285156,-0.00022319197759657072,0.0007049834040332272,0.005022843834012747,-0.002508021192625165,9.810781478881836,-0.00019626347057055682,-8.517048991052434e-05,-0.00026196817634627223,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
14,0.0016288494929214718,-0.013824461959302425,N,77.4784927368164,24.845870971679688,-0.00022319208038368288,0.0007049842950014502,-0.0049973586574196815,-0.00125257414765656,9.810937881469727,-0.00020769814727827907,-8.752563007874414e-05,-0.0002565888862591237,0.0002944946172647178,0.0,-0.01685340143740177,0.0,False,False,False,1,
15,0.0016953234109893162,-0.013397215865552425,N,77.47856903076172,24.84588050842285,-0.00022319221746158746,0.0007049849803616218,-0.0024874296505004168,0.00125986454077065,9.808984756469727,0.00019402464386075735,8.174821414286271e-05,0.00025642456603236496,0.0002945327723864466,0.0,-0.01685340143740177,0.0,False,False,False,1,
